,usaf,wban,windir,windspeed,skycond,tempc,dewpoint,tempf,datetime
3496,725090,14739,220,67.0,22000,17.2,55.94,62.959999999999994,2016-04-02 00:00:00
3498,725090,14739,220,82.0,4572,16.7,57.02,62.059999999999995,2016-04-02 01:00:00
3499,725090,14739,280,46.0,4572,17.8,57.02,64.04,2016-04-02 02:00:00
3500,725090,14739,320,103.0,3658,17.2,51.98,62.959999999999994,2016-04-02 03:00:00
3502,725090,14739,290,72.0,22000,15.6,42.980000000000004,60.08,2016-04-02 04:00:00
3503,725090,14739,300,77.0,2743,15.0,41.0,59.0,2016-04-02 05:00:00
3505,725090,14739,290,57.0,3353,13.9,35.96,57.02,2016-04-02 06:00:00
3507,725090,14739,290,41.0,2591,13.3,37.04,55.94,2016-04-02 07:00:00
3508,725090,14739,260,26.0,2743,12.8,35.96,55.04,2016-04-02 08:00:00
3509,725090,14739,220,31.0,2743,11.7,37.04,53.06,2016-04-02 09:00:00
3511,725090,14739,210,36.0,2134,11.1,37.94,51.98,2016-04-02 10:00:00
3512,725090,14739,190,31.0,2438,10.0,41.0,50.0,2016-04-02 11:00:00
3513,725090,14739,220,36.0,2591,11.1,37.04,51.98,2016-04-02 12:00:00
3515,725090,14739,210,36.0,1829,10.6,37.04,51.08,2016-04-02 13:00:00
3516,725090,14739,210,51.0,1372,9.4,37.94,48.92,2016-04-02 14:00:00
3517,725090,14739,190,57.0,1128,8.3,42.980000000000004,46.94,2016-04-02 15:00:00
3519,725090,14739,210,36.0,1158,8.3,44.06,46.94,2016-04-02 16:00:00
3521,725090,14739,220,46.0,457,8.0,42.8,46.4,2016-04-02 17:00:00
3523,725090,14739,180,41.0,792,8.3,42.980000000000004,46.94,2016-04-02 18:00:00
3526,725090,14739,170,57.0,1829,7.8,42.980000000000004,46.04,2016-04-02 19:00:00
3527,725090,14739,170,41.0,396,8.0,42.8,46.4,2016-04-02 20:00:00
3529,725090,14739,200,62.0,457,8.0,42.8,46.4,2016-04-02 21:00:00
3532,725090,14739,200,36.0,3353,8.3,41.0,46.94,2016-04-02 22:00:00
3534,725090,14739,200,51.0,1158,8.3,41.0,46.94,2016-04-02 23:00:00
3535,725090,14739,220,57.0,1372,8.3,42.08,46.94,2016-04-03 00:00:00
3537,725090,14739,290,57.0,792,8.0,42.8,46.4,2016-04-03 01:00:00
3539,725090,14739,250,31.0,3048,7.2,41.0,44.96,2016-04-03 02:00:00
3540,725090,14739,240,31.0,22000,6.7,37.94,44.06,2016-04-03 03:00:00
3542,725090,14739,240,31.0,4267,6.1,37.94,42.980000000000004,2016-04-03 04:00:00
3543,725090,14739,220,36.0,4267,5.6,37.94,42.08,2016-04-03 05:00:00
3545,725090,14739,200,26.0,4267,5.6,37.94,42.08,2016-04-03 06:00:00
3547,725090,14739,999,0.0,4267,5.6,39.02,42.08,2016-04-03 07:00:00
3548,725090,14739,999,0.0,853,5.6,39.02,42.08,2016-04-03 08:00:00
3549,725090,14739,330,62.0,488,3.3,33.98,37.94,2016-04-03 09:00:00
3554,725090,14739,340,36.0,122,0.0,30.2,32.0,2016-04-03 10:00:00
3558,725090,14739,350,62.0,183,1.0,30.2,33.8,2016-04-03 11:00:00
3561,725090,14739,330,72.0,183,1.0,30.2,33.8,2016-04-03 12:00:00
3564,725090,14739,320,108.0,305,-1.0,28.4,30.2,2016-04-03 13:00:00
3568,725090,14739,310,113.0,1067,-1.0,24.8,30.2,2016-04-03 14:00:00
3570,725090,14739,310,93.0,7620,1.1,23.0,33.98,2016-04-03 15:00:00
3572,725090,14739,320,88.0,7620,1.7,17.06,35.06,2016-04-03 16:00:00
3573,725090,14739,300,88.0,22000,2.8,17.96,37.04,2016-04-03 17:00:00
3574,725090,14739,300,93.0,2134,2.8,12.020000000000003,37.04,2016-04-03 18:00:00
3576,725090,14739,300,93.0,1981,2.2,15.079999999999998,35.96,2016-04-03 19:00:00
3577,725090,14739,300,118.0,22000,1.7,15.079999999999998,35.06,2016-04-03 20:00:00
3578,725090,14739,290,98.0,2134,2.2,8.96,35.96,2016-04-03 21:00:00
3580,725090,14739,300,88.0,22000,1.7,3.919999999999998,35.06,2016-04-03 22:00:00
3581,725090,14739,280,103.0,22000,0.0,10.04,32.0,2016-04-03 23:00:00
3582,725090,14739,270,72.0,22000,-0.6,10.04,30.92,2016-04-04 00:00:00
3584,725090,14739,290,77.0,22000,-1.1,6.080000000000002,30.02,2016-04-04 01:00:00
3585,725090,14739,270,51.0,22000,-1.1,8.059999999999999,30.02,2016-04-04 02:00:00
3586,725090,14739,280,46.0,22000,-1.7,6.979999999999997,28.94,2016-04-04 03:00:00
3588,725090,14739,290,62.0,22000,-1.7,6.080000000000002,28.94,2016-04-04 04:00:00
3589,725090,14739,280,46.0,22000,-1.7,3.0199999999999996,28.94,2016-04-04 05:00:00
3591,725090,14739,280,41.0,22000,-2.2,3.919999999999998,28.04,2016-04-04 06:00:00
3593,725090,14739,290,41.0,22000,-2.2,3.919999999999998,28.04,2016-04-04 07:00:00
3594,725090,14739,280,31.0,2134,-2.2,3.919999999999998,28.04,2016-04-04 08:00:00
3595,725090,14739,210,31.0,1829,-2.2,8.96,28.04,2016-04-04 09:00:00
3597,725090,14739,230,26.0,1829,-2.8,10.04,26.96,2016-04-04 10:00:00
3599,725090,14739,200,26.0,853,-4.0,15.8,24.8,2016-04-04 11:00:00
3601,725090,14739,999,0.0,914,-4.0,19.4,24.8,2016-04-04 12:00:00
3608,725090,14739,120,31.0,457,-4.0,19.4,24.8,2016-04-04 13:00:00
3611,725090,14739,110,31.0,366,-4.0,21.2,24.8,2016-04-04 14:00:00
3615,725090,14739,70,46.0,396,-3.0,21.2,26.6,2016-04-04 15:00:00
3620,725090,14739,80,51.0,427,-2.0,24.8,28.4,2016-04-04 16:00:00
3622,725090,14739,40,82.0,427,-2.0,24.8,28.4,2016-04-04 17:00:00
3625,725090,14739,60,72.0,244,-2.0,26.6,28.4,2016-04-04 18:00:00
3629,725090,14739,40,67.0,244,-1.1,26.96,30.02,2016-04-04 19:00:00
3631,725090,14739,40,62.0,366,-1.1,26.96,30.02,2016-04-04 20:00:00
3633,725090,14739,20,77.0,396,-2.0,26.6,28.4,2016-04-04 21:00:00
3639,725090,14739,10,82.0,305,-2.2,24.98,28.04,2016-04-04 22:00:00
3640,725090,14739,350,67.0,396,-3.0,24.8,26.6,2016-04-04 23:00:00
3645,725090,14739,360,67.0,488,-3.3,21.92,26.060000000000002,2016-04-05 00:00:00
3647,725090,14739,360,67.0,549,-3.3,21.02,26.060000000000002,2016-04-05 01:00:00
3648,725090,14739,10,62.0,914,-3.3,19.939999999999998,26.060000000000002,2016-04-05 02:00:00
3649,725090,14739,360,51.0,1128,-3.3,19.04,26.060000000000002,2016-04-05 03:00:00
3651,725090,14739,340,46.0,1311,-3.3,19.04,26.060000000000002,2016-04-05 04:00:00
3652,725090,14739,340,51.0,1372,-3.3,19.04,26.060000000000002,2016-04-05 05:00:00
3654,725090,14739,350,57.0,1433,-3.3,17.06,26.060000000000002,2016-04-05 06:00:00
3656,725090,14739,340,51.0,1524,-3.3,19.04,26.060000000000002,2016-04-05 07:00:00
3657,725090,14739,340,62.0,1676,-3.3,19.04,26.060000000000002,2016-04-05 08:00:00
3658,725090,14739,350,62.0,1829,-4.4,15.079999999999998,24.08,2016-04-05 09:00:00
3660,725090,14739,350,77.0,1829,-4.4,12.020000000000003,24.08,2016-04-05 10:00:00
3661,725090,14739,10,88.0,22000,-5.0,8.96,23.0,2016-04-05 11:00:00
3662,725090,14739,360,77.0,22000,-5.0,8.96,23.0,2016-04-05 12:00:00
3664,725090,14739,10,67.0,22000,-3.9,8.96,24.98,2016-04-05 13:00:00
3665,725090,14739,20,72.0,22000,-2.8,10.04,26.96,2016-04-05 14:00:00
3666,725090,14739,20,57.0,22000,-2.2,8.059999999999999,28.04,2016-04-05 15:00:00
3668,725090,14739,360,36.0,22000,-0.6,6.080000000000002,30.92,2016-04-05 16:00:00
3669,725090,14739,320,57.0,22000,0.0,6.979999999999997,32.0,2016-04-05 17:00:00
3670,725090,14739,300,51.0,22000,0.6,6.979999999999997,33.08,2016-04-05 18:00:00
3672,725090,14739,330,57.0,22000,1.1,6.979999999999997,33.98,2016-04-05 19:00:00
3673,725090,14739,310,41.0,22000,2.2,6.979999999999997,35.96,2016-04-05 20:00:00
3674,725090,14739,330,77.0,22000,2.2,6.979999999999997,35.96,2016-04-05 21:00:00
3676,725090,14739,330,72.0,22000,2.8,5.0,37.04,2016-04-05 22:00:00
3677,725090,14739,330,46.0,22000,2.2,5.0,35.96,2016-04-05 23:00:00
3678,725090,14739,330,46.0,22000,1.1,5.0,33.98,2016-04-06 00:00:00
3680,725090,14739,330,51.0,22000,0.6,1.9400000000000048,33.08,2016-04-06 01:00:00
3681,725090,14739,340,41.0,22000,0.0,3.0199999999999996,32.0,2016-04-06 02:00:00
3682,725090,14739,320,41.0,22000,-0.6,3.0199999999999996,30.92,2016-04-06 03:00:00
3684,725090,14739,320,36.0,22000,-1.1,3.0199999999999996,30.02,2016-04-06 04:00:00
3685,725090,14739,320,31.0,22000,-1.7,5.0,28.94,2016-04-06 05:00:00
3687,725090,14739,340,26.0,22000,-1.7,5.0,28.94,2016-04-06 06:00:00
3689,725090,14739,290,26.0,22000,-1.7,5.0,28.94,2016-04-06 07:00:00
3690,725090,14739,300,21.0,22000,-2.8,6.080000000000002,26.96,2016-04-06 08:00:00
3691,725090,14739,300,26.0,22000,-2.8,6.080000000000002,26.96,2016-04-06 09:00:00
3693,725090,14739,290,21.0,22000,-2.8,6.979999999999997,26.96,2016-04-06 10:00:00
3694,725090,14739,360,15.0,22000,-3.3,10.940000000000001,26.060000000000002,2016-04-06 11:00:00
3695,725090,14739,20,15.0,22000,-1.1,8.96,30.02,2016-04-06 12:00:00
3697,725090,14739,170,15.0,22000,0.0,10.940000000000001,32.0,2016-04-06 13:00:00
3698,725090,14739,150,26.0,22000,0.6,10.940000000000001,33.08,2016-04-06 14:00:00
3699,725090,14739,150,36.0,7620,1.1,10.940000000000001,33.98,2016-04-06 15:00:00
3701,725090,14739,130,31.0,4267,1.7,8.96,35.06,2016-04-06 16:00:00
3702,725090,14739,170,51.0,6096,3.9,12.020000000000003,39.02,2016-04-06 17:00:00
3703,725090,14739,160,57.0,6096,4.4,12.020000000000003,39.92,2016-04-06 18:00:00
3705,725090,14739,200,67.0,6096,5.0,17.06,41.0,2016-04-06 19:00:00
3706,725090,14739,180,77.0,6096,4.4,21.92,39.92,2016-04-06 20:00:00
3707,725090,14739,180,88.0,6096,4.4,21.02,39.92,2016-04-06 21:00:00
3709,725090,14739,190,108.0,2743,3.9,21.02,39.02,2016-04-06 22:00:00
3710,725090,14739,190,82.0,2438,3.9,23.0,39.02,2016-04-06 23:00:00
3711,725090,14739,190,62.0,2896,3.9,26.060000000000002,39.02,2016-04-07 00:00:00
3713,725090,14739,180,57.0,6096,3.9,28.04,39.02,2016-04-07 01:00:00
3714,725090,14739,170,46.0,3658,4.4,30.02,39.92,2016-04-07 02:00:00
3715,725090,14739,180,57.0,3048,5.0,30.92,41.0,2016-04-07 03:00:00
3717,725090,14739,190,46.0,1158,5.6,33.08,42.08,2016-04-07 04:00:00
3719,725090,14739,170,31.0,701,5.6,35.06,42.08,2016-04-07 05:00:00
3722,725090,14739,160,41.0,701,6.0,35.6,42.8,2016-04-07 06:00:00
3727,725090,14739,160,36.0,2134,6.7,39.02,44.06,2016-04-07 07:00:00
3728,725090,14739,190,67.0,1981,8.9,42.08,48.02,2016-04-07 08:00:00
3729,725090,14739,190,93.0,2134,9.4,42.980000000000004,48.92,2016-04-07 09:00:00
3731,725090,14739,180,67.0,2286,9.4,44.06,48.92,2016-04-07 10:00:00
3732,725090,14739,190,67.0,2438,10.6,44.06,51.08,2016-04-07 11:00:00
3733,725090,14739,170,51.0,1128,11.1,46.04,51.98,2016-04-07 12:00:00
3736,725090,14739,180,88.0,853,12.8,46.94,55.04,2016-04-07 13:00:00
3737,725090,14739,180,98.0,762,12.2,48.92,53.96,2016-04-07 14:00:00
3738,725090,14739,170,113.0,853,13.9,48.92,57.02,2016-04-07 15:00:00
3740,725090,14739,190,77.0,975,13.0,50.0,55.4,2016-04-07 16:00:00
3743,725090,14739,170,62.0,762,12.2,51.08,53.96,2016-04-07 17:00:00
3744,725090,14739,150,62.0,488,11.7,51.08,53.06,2016-04-07 18:00:00
3746,725090,14739,160,103.0,579,11.7,51.08,53.06,2016-04-07 19:00:00
3749,725090,14739,160,108.0,792,11.7,51.08,53.06,2016-04-07 20:00:00
3750,725090,14739,170,93.0,732,12.0,51.8,53.6,2016-04-07 21:00:00
3754,725090,14739,170,118.0,1981,12.2,50.0,53.96,2016-04-07 22:00:00
3756,725090,14739,160,51.0,1494,11.0,50.0,51.8,2016-04-07 23:00:00
3758,725090,14739,180,77.0,2591,12.2,51.08,53.96,2016-04-08 00:00:00
3760,725090,14739,180,88.0,396,12.0,51.8,53.6,2016-04-08 01:00:00
3762,725090,14739,200,62.0,366,11.7,48.92,53.06,2016-04-08 02:00:00
3763,725090,14739,200,51.0,22000,11.0,48.2,51.8,2016-04-08 03:00:00
3766,725090,14739,220,57.0,22000,10.0,46.94,50.0,2016-04-08 04:00:00
3767,725090,14739,220,46.0,22000,10.0,46.04,50.0,2016-04-08 05:00:00
3769,725090,14739,200,36.0,22000,8.3,44.96,46.94,2016-04-08 06:00:00
3771,725090,14739,200,31.0,1829,8.9,44.96,48.02,2016-04-08 07:00:00
3772,725090,14739,160,31.0,1829,7.8,44.06,46.04,2016-04-08 08:00:00
3773,725090,14739,170,46.0,22000,7.2,42.980000000000004,44.96,2016-04-08 09:00:00
3775,725090,14739,190,67.0,6706,7.8,42.08,46.04,2016-04-08 10:00:00
3776,725090,14739,200,72.0,6706,7.8,42.08,46.04,2016-04-08 11:00:00
3777,725090,14739,220,93.0,22000,8.3,39.92,46.94,2016-04-08 12:00:00
3779,725090,14739,250,88.0,914,8.9,37.04,48.02,2016-04-08 13:00:00
3780,725090,14739,250,51.0,1006,9.4,35.96,48.92,2016-04-08 14:00:00
3781,725090,14739,240,51.0,1219,11.1,35.96,51.98,2016-04-08 15:00:00
3783,725090,14739,240,82.0,1829,11.1,35.06,51.98,2016-04-08 16:00:00
3784,725090,14739,290,98.0,2134,9.4,37.04,48.92,2016-04-08 17:00:00
3785,725090,14739,270,67.0,2134,9.4,37.04,48.92,2016-04-08 18:00:00
3787,725090,14739,240,82.0,2743,11.1,28.94,51.98,2016-04-08 19:00:00
3788,725090,14739,250,57.0,3048,9.0,35.6,48.2,2016-04-08 20:00:00
3790,725090,14739,260,88.0,2591,10.0,26.060000000000002,50.0,2016-04-08 21:00:00
3792,725090,14739,260,72.0,2591,8.9,24.08,48.02,2016-04-08 22:00:00
3793,725090,14739,270,67.0,2286,8.3,24.08,46.94,2016-04-08 23:00:00
3794,725090,14739,280,67.0,2286,6.7,24.08,44.06,2016-04-09 00:00:00
3796,725090,14739,270,82.0,22000,5.6,21.92,42.08,2016-04-09 01:00:00
3797,725090,14739,260,98.0,22000,4.4,21.92,39.92,2016-04-09 02:00:00
3798,725090,14739,290,98.0,22000,3.3,19.939999999999998,37.94,2016-04-09 03:00:00
3800,725090,14739,280,62.0,22000,2.8,19.939999999999998,37.04,2016-04-09 04:00:00
3801,725090,14739,280,51.0,22000,2.8,21.02,37.04,2016-04-09 05:00:00
3803,725090,14739,290,46.0,22000,2.2,21.02,35.96,2016-04-09 06:00:00
3805,725090,14739,280,41.0,22000,2.2,19.04,35.96,2016-04-09 07:00:00
3806,725090,14739,280,21.0,22000,1.7,19.04,35.06,2016-04-09 08:00:00
3807,725090,14739,290,36.0,22000,1.7,19.04,35.06,2016-04-09 09:00:00
3809,725090,14739,220,41.0,22000,0.6,21.92,33.08,2016-04-09 10:00:00
3810,725090,14739,260,36.0,22000,1.1,23.0,33.98,2016-04-09 11:00:00
3811,725090,14739,280,31.0,22000,2.2,21.92,35.96,2016-04-09 12:00:00
3813,725090,14739,260,26.0,7620,3.3,21.92,37.94,2016-04-09 13:00:00
3814,725090,14739,240,41.0,22000,4.4,23.0,39.92,2016-04-09 14:00:00
3815,725090,14739,220,21.0,22000,5.6,21.02,42.08,2016-04-09 15:00:00
3817,725090,14739,350,36.0,22000,6.7,21.92,44.06,2016-04-09 16:00:00
3818,725090,14739,130,57.0,7620,6.1,28.04,42.980000000000004,2016-04-09 17:00:00
3819,725090,14739,130,41.0,6096,6.7,24.98,44.06,2016-04-09 18:00:00
3821,725090,14739,110,82.0,5182,5.6,30.02,42.08,2016-04-09 19:00:00
3822,725090,14739,100,62.0,4877,5.0,28.94,41.0,2016-04-09 20:00:00
3823,725090,14739,100,46.0,4267,4.4,28.04,39.92,2016-04-09 21:00:00
3825,725090,14739,100,46.0,4267,4.4,28.94,39.92,2016-04-09 22:00:00
3826,725090,14739,90,31.0,3962,3.9,28.04,39.02,2016-04-09 23:00:00
3827,725090,14739,50,31.0,4572,3.9,28.04,39.02,2016-04-10 00:00:00
3829,725090,14739,40,26.0,4267,3.9,30.02,39.02,2016-04-10 01:00:00
3830,725090,14739,350,31.0,4267,4.4,28.04,39.92,2016-04-10 02:00:00
3831,725090,14739,330,77.0,4267,3.9,17.96,39.02,2016-04-10 03:00:00
3833,725090,14739,330,67.0,4572,2.8,17.06,37.04,2016-04-10 04:00:00
3834,725090,14739,320,88.0,22000,1.1,17.06,33.98,2016-04-10 05:00:00
3836,725090,14739,320,72.0,22000,0.6,14.0,33.08,2016-04-10 06:00:00
3838,725090,14739,310,51.0,22000,0.0,15.079999999999998,32.0,2016-04-10 07:00:00
3839,725090,14739,320,41.0,22000,0.0,15.979999999999997,32.0,2016-04-10 08:00:00
3840,725090,14739,320,57.0,22000,-0.6,15.979999999999997,30.92,2016-04-10 09:00:00
3842,725090,14739,310,46.0,22000,-0.6,15.979999999999997,30.92,2016-04-10 10:00:00
3843,725090,14739,300,46.0,22000,0.0,15.979999999999997,32.0,2016-04-10 11:00:00
3844,725090,14739,310,67.0,22000,0.6,15.079999999999998,33.08,2016-04-10 12:00:00
3846,725090,14739,320,72.0,22000,1.1,12.020000000000003,33.98,2016-04-10 13:00:00
3847,725090,14739,310,57.0,22000,2.8,12.020000000000003,37.04,2016-04-10 14:00:00
3848,725090,14739,260,62.0,22000,3.9,12.020000000000003,39.02,2016-04-10 15:00:00
3850,725090,14739,300,67.0,22000,5.6,10.04,42.08,2016-04-10 16:00:00
3851,725090,14739,250,46.0,22000,6.7,12.020000000000003,44.06,2016-04-10 17:00:00
3852,725090,14739,999,26.0,22000,7.2,10.04,44.96,2016-04-10 18:00:00
3854,725090,14739,260,67.0,7620,8.3,10.04,46.94,2016-04-10 19:00:00
3855,725090,14739,300,57.0,7620,9.4,8.96,48.92,2016-04-10 20:00:00
3856,725090,14739,240,57.0,7620,9.4,8.96,48.92,2016-04-10 21:00:00
3858,725090,14739,270,62.0,22000,9.4,5.0,48.92,2016-04-10 22:00:00
3859,725090,14739,280,46.0,7620,9.4,6.080000000000002,48.92,2016-04-10 23:00:00
3860,725090,14739,250,46.0,22000,7.8,6.979999999999997,46.04,2016-04-11 00:00:00
3862,725090,14739,250,36.0,22000,7.8,6.080000000000002,46.04,2016-04-11 01:00:00
3863,725090,14739,250,31.0,22000,7.2,6.080000000000002,44.96,2016-04-11 02:00:00
3864,725090,14739,200,51.0,22000,6.1,17.96,42.980000000000004,2016-04-11 03:00:00
3866,725090,14739,210,51.0,3048,5.6,21.02,42.08,2016-04-11 04:00:00
3867,725090,14739,210,57.0,2896,5.6,23.0,42.08,2016-04-11 05:00:00
3869,725090,14739,210,51.0,2286,5.6,24.98,42.08,2016-04-11 06:00:00
3871,725090,14739,180,36.0,2134,5.6,26.96,42.08,2016-04-11 07:00:00
3872,725090,14739,190,51.0,1981,5.6,28.94,42.08,2016-04-11 08:00:00
3873,725090,14739,190,51.0,1829,5.6,30.92,42.08,2016-04-11 09:00:00
3875,725090,14739,180,57.0,1829,6.1,32.0,42.980000000000004,2016-04-11 10:00:00
3876,725090,14739,190,67.0,1676,6.1,33.08,42.980000000000004,2016-04-11 11:00:00
3877,725090,14739,190,62.0,1676,5.6,35.06,42.08,2016-04-11 12:00:00
3879,725090,14739,190,67.0,1524,6.1,33.98,42.980000000000004,2016-04-11 13:00:00
3880,725090,14739,190,62.0,1829,6.7,33.08,44.06,2016-04-11 14:00:00
3881,725090,14739,190,98.0,3353,11.1,35.96,51.98,2016-04-11 15:00:00
3883,725090,14739,200,113.0,1829,12.2,35.06,53.96,2016-04-11 16:00:00
3884,725090,14739,200,93.0,1676,13.3,35.96,55.94,2016-04-11 17:00:00
3885,725090,14739,190,108.0,4267,13.3,33.08,55.94,2016-04-11 18:00:00
3887,725090,14739,190,88.0,4267,13.9,35.06,57.02,2016-04-11 19:00:00
3888,725090,14739,210,113.0,3658,14.4,28.94,57.92,2016-04-11 20:00:00
3889,725090,14739,200,82.0,22000,14.4,32.0,57.92,2016-04-11 21:00:00
3891,725090,14739,200,93.0,7620,13.9,35.06,57.02,2016-04-11 22:00:00
3892,725090,14739,200,98.0,22000,13.3,39.02,55.94,2016-04-11 23:00:00
3893,725090,14739,190,62.0,3048,12.8,41.0,55.04,2016-04-12 00:00:00
3895,725090,14739,190,72.0,2743,12.2,42.08,53.96,2016-04-12 01:00:00
3896,725090,14739,200,57.0,2591,12.2,42.980000000000004,53.96,2016-04-12 02:00:00
3897,725090,14739,200,57.0,2743,12.2,44.06,53.96,2016-04-12 03:00:00
3899,725090,14739,200,67.0,2591,12.8,44.96,55.04,2016-04-12 04:00:00
3900,725090,14739,200,88.0,2743,13.3,46.94,55.94,2016-04-12 05:00:00
3902,725090,14739,200,77.0,701,13.0,48.2,55.4,2016-04-12 06:00:00
3905,725090,14739,210,98.0,22000,13.0,48.2,55.4,2016-04-12 07:00:00
3907,725090,14739,190,88.0,22000,12.8,48.92,55.04,2016-04-12 08:00:00
3908,725090,14739,200,93.0,22000,13.9,48.92,57.02,2016-04-12 09:00:00
3910,725090,14739,200,93.0,4267,13.3,48.92,55.94,2016-04-12 10:00:00
3911,725090,14739,210,103.0,2438,15.0,48.92,59.0,2016-04-12 11:00:00
3912,725090,14739,210,108.0,4877,15.0,48.92,59.0,2016-04-12 12:00:00
3914,725090,14739,210,108.0,2134,15.6,48.92,60.08,2016-04-12 13:00:00
3915,725090,14739,210,51.0,2591,15.0,50.0,59.0,2016-04-12 14:00:00
3916,725090,14739,210,72.0,1189,13.3,51.08,55.94,2016-04-12 15:00:00
3918,725090,14739,200,57.0,427,13.0,51.8,55.4,2016-04-12 16:00:00
3923,725090,14739,220,57.0,366,13.0,53.6,55.4,2016-04-12 17:00:00
3925,725090,14739,280,72.0,427,12.0,46.4,53.6,2016-04-12 18:00:00
3930,725090,14739,280,57.0,610,10.0,42.980000000000004,50.0,2016-04-12 19:00:00
3931,725090,14739,290,41.0,853,10.0,42.980000000000004,50.0,2016-04-12 20:00:00
3933,725090,14739,270,46.0,2134,10.0,42.08,50.0,2016-04-12 21:00:00
3935,725090,14739,290,36.0,2286,11.1,39.02,51.98,2016-04-12 22:00:00
3936,725090,14739,290,51.0,3048,11.7,35.96,53.06,2016-04-12 23:00:00
3937,725090,14739,330,93.0,22000,10.6,30.02,51.08,2016-04-13 00:00:00
3939,725090,14739,320,67.0,22000,8.9,26.060000000000002,48.02,2016-04-13 01:00:00
3940,725090,14739,320,93.0,22000,7.8,24.08,46.04,2016-04-13 02:00:00
3941,725090,14739,310,51.0,22000,7.2,24.08,44.96,2016-04-13 03:00:00
3943,725090,14739,320,46.0,22000,6.7,24.08,44.06,2016-04-13 04:00:00
3944,725090,14739,320,41.0,22000,6.1,24.08,42.980000000000004,2016-04-13 05:00:00
3946,725090,14739,310,41.0,22000,6.1,24.08,42.980000000000004,2016-04-13 06:00:00
3948,725090,14739,310,41.0,22000,5.0,24.98,41.0,2016-04-13 07:00:00
3949,725090,14739,310,46.0,22000,5.0,24.98,41.0,2016-04-13 08:00:00
3950,725090,14739,310,51.0,22000,4.4,24.98,39.92,2016-04-13 09:00:00
3952,725090,14739,310,57.0,22000,3.9,24.98,39.02,2016-04-13 10:00:00
3953,725090,14739,320,51.0,22000,4.4,26.060000000000002,39.92,2016-04-13 11:00:00
3954,725090,14739,330,67.0,22000,5.6,26.96,42.08,2016-04-13 12:00:00
3956,725090,14739,330,51.0,22000,7.2,26.060000000000002,44.96,2016-04-13 13:00:00
3957,725090,14739,360,57.0,22000,8.3,21.92,46.94,2016-04-13 14:00:00
3958,725090,14739,350,57.0,22000,9.4,24.08,48.92,2016-04-13 15:00:00
3960,725090,14739,350,36.0,22000,10.0,24.08,50.0,2016-04-13 16:00:00
3961,725090,14739,110,62.0,22000,8.0,33.8,46.4,2016-04-13 17:00:00
3963,725090,14739,90,51.0,22000,7.8,30.92,46.04,2016-04-13 18:00:00
3965,725090,14739,90,57.0,22000,7.2,30.92,44.96,2016-04-13 19:00:00
3966,725090,14739,100,67.0,22000,7.8,33.08,46.04,2016-04-13 20:00:00
3967,725090,14739,100,67.0,22000,7.2,32.0,44.96,2016-04-13 21:00:00
3968,725090,14739,100,57.0,22000,6.7,32.0,44.06,2016-04-13 22:00:00
3969,725090,14739,90,41.0,22000,6.1,30.92,42.980000000000004,2016-04-13 23:00:00
3970,725090,14739,100,36.0,22000,5.0,32.0,41.0,2016-04-14 00:00:00
3972,725090,14739,100,21.0,22000,5.0,30.92,41.0,2016-04-14 01:00:00
3973,725090,14739,170,21.0,22000,5.0,30.92,41.0,2016-04-14 02:00:00
3974,725090,14739,999,0.0,22000,5.6,26.96,42.08,2016-04-14 03:00:00
3976,725090,14739,320,31.0,22000,5.6,26.96,42.08,2016-04-14 04:00:00
3977,725090,14739,330,21.0,22000,4.4,30.02,39.92,2016-04-14 05:00:00
3979,725090,14739,340,26.0,22000,4.4,30.02,39.92,2016-04-14 06:00:00
3981,725090,14739,350,21.0,22000,5.0,28.94,41.0,2016-04-14 07:00:00
3982,725090,14739,350,15.0,5486,3.9,28.04,39.02,2016-04-14 08:00:00
3983,725090,14739,360,41.0,5486,3.9,28.94,39.02,2016-04-14 09:00:00
3985,725090,14739,10,57.0,22000,3.9,30.02,39.02,2016-04-14 10:00:00
3986,725090,14739,10,57.0,22000,4.4,28.94,39.92,2016-04-14 11:00:00
3987,725090,14739,30,82.0,22000,6.1,28.94,42.980000000000004,2016-04-14 12:00:00
3989,725090,14739,40,77.0,22000,7.2,30.02,44.96,2016-04-14 13:00:00
3990,725090,14739,30,77.0,22000,7.8,30.02,46.04,2016-04-14 14:00:00
3991,725090,14739,40,67.0,22000,8.3,26.96,46.94,2016-04-14 15:00:00
3993,725090,14739,50,67.0,22000,8.9,21.02,48.02,2016-04-14 16:00:00
3994,725090,14739,60,77.0,22000,9.4,26.060000000000002,48.92,2016-04-14 17:00:00
3995,725090,14739,70,88.0,22000,8.3,28.04,46.94,2016-04-14 18:00:00
3997,725090,14739,80,93.0,22000,8.3,30.92,46.94,2016-04-14 19:00:00
3998,725090,14739,100,51.0,22000,7.8,30.92,46.04,2016-04-14 20:00:00
3999,725090,14739,90,57.0,22000,6.7,30.02,44.06,2016-04-14 21:00:00
4001,725090,14739,80,36.0,22000,6.7,28.04,44.06,2016-04-14 22:00:00
4002,725090,14739,90,21.0,22000,5.6,28.94,42.08,2016-04-14 23:00:00
4003,725090,14739,110,15.0,22000,5.0,28.94,41.0,2016-04-15 00:00:00
4005,725090,14739,999,0.0,22000,5.6,28.04,42.08,2016-04-15 01:00:00
4006,725090,14739,999,0.0,22000,5.0,28.94,41.0,2016-04-15 02:00:00
4007,725090,14739,300,26.0,22000,5.6,24.08,42.08,2016-04-15 03:00:00
